,nickname,created,review
199,이정희,2020.11.07 12:34,베르나르작가  실망시키지  않네요 
200,,2020.11.06 08:47,앞부분 재미없어서 듣기 포기..〒▽〒
201,김영국,2020.11.06 05:32,"베르나르 작가의 책을 거의 섭렵하고있는데, 뭔지모르게 연결이 되는거 같아요. 1권에서의 전생을 접하는게 진정가능한건지 저도 체험할수 있으면 해보거 싶어지내요"
202,이자영,2020.11.05 22:37,왜섬뜩하지요? 2권 고고 !!
203,조은빛,2020.11.05 13:52,정말 재미있게 잘 들었습니다^^
204,김지연,2020.11.05 13:17,재미있어요
205,형진맘,2020.11.05 13:01,1편 잘들었습니다.
206,ok,2020.11.05 11:35,2편보러 바로 갑니다
207,최태종,2020.11.04 03:25,굿
208,박선미,2020.11.02 14:56,"역시 죽음1,2 에 이어 흥미진진합니다
곧 기억2 들으러 고고해요^^~~~"
209,Monica's iPhone,2020.11.02 08:47,5.4.3.2.1..... 2는 언제쯤..... 
210,현숙,2020.11.01 22:33,정말.너무 재밋어요!!!!@ 2편 빨리.오픈해주세요!!! 아 기달기달
211,"지금,여기",2020.11.01 14:32,상상력과 역사를 버무려 전생을 소설화한 작가의 기막힌 이야기 전개에  흠뻑 취해 주말을 보냈다.성우들의 실감나는 목소리 연기에 감탄하며~~ 기억2 오픈이 기다려 진다!!
212,JM,2020.11.01 02:17,"문장에 내,와 네,가 유독 많이 나오는데 완벽하게 구분해 발음하는 남자 성우에 비해 여자 성우는 그냥 포기하고 다 '내'로 읽는 것 같다.  차라리 '니', 라든지 '너'로 읽었으면 덜 헷갈릴것 같다. 너무 자주 헷갈리는 부분이 나와서 집중에 방해됨. 원작에 충실하게 읽는것도 좋지만 어차피 번역문인데 청취자의 몰입감이 방해되지 않도록 하는 융통성도 필요한것 아닌가."
213,서지혜^^♡,2020.10.31 23:32,"첨으로 완독했어요 편안하게 책을 들으니 눈도 피로하지않고 재미있어요
오랫만에 책을 완독하니 넘 기뻐요"
214,박현진 Raina,2020.10.31 22:38,너무 재미있어서 이틀만에 다들었어요 ! 2부가 기되되네요!!
215,Sera Jo,2020.10.31 07:56,"외국에 살면서 이 책 구하기가 쉽지 않았는데, 며칠째 산책하면서 계속 듣고 있어요. 정말 감사합니다. 아마존 같은 한국 오디오북 스트리밍 서비스를 찾고 있었는데, 가격도 좋고, 앞으로 매달 이용할 것 같네요~
보다 더 다양하고 최신작의 책들이 많아졌으면 합니다.
베르나르 베르베르는 개미 때부터 팬이라 이 작품도 정말 재밌게 잘 듣고 있어요~!!!! <3"
216,최기환,2020.10.31 01:32,잘듣고 있어요
217,연문행,2020.10.31 01:29,앞부분은 머지?하다 뒷부분부터 재미잇네요. 2부 들으러 고고~
218,김성현,2020.10.30 17:51,"이해가 안되는 부분이 많네요
죽음보다도 개연성이 부족해요"
219,난나,2020.10.30 17:06,재미있어요 성우님 목소리도 좋고 몰입감있게 읽어주시고 내용은 당연하고 2부가 기다려지내요
220,윤영숙,2020.10.30 12:52,기계음 소리보다 성우의 목소리가 정말 좋네요~ 속도 조절도 잘돼고~ 시간 가는줄 모르고 듣게 돼요~ 정말 좋아요♡
221,수기꺼,2020.10.30 11:51,시간 가는줄 모르고 듣고 다시듣고 합니다 
222,박시현,2020.10.29 22:58,"역시 베르나르베르베르, 집중해 듣고 있어요"
223,선명규,2020.10.29 05:15,항상 건강하세요~~~
224,김희수,2020.10.28 19:01,"첫 오디오북으로 제가 좋아하는 작가  작품 선택!  남녀  성우분들 목소리 연기좋아 상상도 되고 좋네요~

입원중 듣고 있는데 얼릉 기억2도 오픈되었음좋겠어요
강추^^"
225,이혜경,2020.10.28 19:01,"너무재미있어요~
아~르네 마그네슘 사주고싶다"
226,임예은,2020.10.28 18:49,집중해서 듣고있어요 내용도 재밌고 성우분들 목소리도 너무 듣기좋고 연기도 적절해서 빠져들게 하네요
227,경진,2020.10.28 18:15,옛날 책도 많이 올려주세요. 너무나 좋아하는 작가입니다.
228,정영훈,2020.10.28 16:46,"성우분들 연기너무 좋네요.
개인취향일테지만..제가 듣기엔 톤도 좋고 연기력도 상당하고..
오디오북만 듣게 생겼네요ㅋ"
229,moon♡,2020.10.28 16:32,너무 재밌어요 남자성우 여자성우  연기가 실감나네요   
230,이희산,2020.10.28 08:46,종이책으로도 재미있게 읽었는데 성우분들의 연기 덕분에 캐릭터에 감정이 들어가서인지 이야기가 더 생생하게 느껴집니다. 
231,홍기성,2020.10.28 08:31,여자성우가 대부분의 여자 역할에서  짜증섞인 말투로 연기하는 게 너무 거슬리네요.
232,최예린,2020.10.28 07:28,너무 재밌어요! 베르나르 베르베르 책 많이 올려주세요^^
233,은선,2020.10.27 09:39,2부가 기다려지네요
234,Qoo,2020.10.26 19:34,넘 재밌어요!!!
235,슈닝,2020.10.26 18:19,선플후감상!!!! 기대됩니다!!
236,정세민,2020.10.26 13:15,그냥 판타지소설이네요
237,J,2020.10.25 01:49,빨리빨리~~~~~~~2부 해주세요ㅠㅠ  
238,최우혁,2020.10.24 07:46,꿀잼
239,남미화,2020.10.23 17:45,기억1만 오픈인가요? 2도 오픈되는거면 좋겠어요~
240,"손정예(민준,민기)",2020.10.23 17:43,빨리듣고싶다
241,이재영,2020.12.01 09:33,"편협합니다. 본인이 싫은걸 너도 싫어해라 라고 강요하는 느낌이 들어 그만 읽습니다.
억지로 가져다 붙인 에피소드가 느낌이 이상하여 댓글 보러왔더니, 그만 보는게 맞는 듯 하여 그만 듣습니다."
242,승목,2020.12.01 03:22,ㅇㅇ
243,김윤지,2020.11.27 03:29,안그래도 요즘 어휘력이 많이 퇴화됐는데.. 이제부터라도 다시 노력해야겠다.. 자극을 주는 좋은 책이었어요 
244,박수호,2020.11.26 13:43,2점 주려다가 댓글에 용기 얻어 1점 드립니다
245,김형곤,2020.11.25 20:04,독자들이 왜 평점을 낮게 주는지 격하게 끄덕이게 되네요.
246,김기환,2020.11.23 20:15,"듣다 듣다보니... 어휘와 맞춤법, 자기의 언어적 지식의 기반위에 뽐내는 자기자랑과 자기의 기준에 있지 않은 이를 향한 저속한 평가들... 귀에서 피가날것다. 남을 향한 잣대가 고작 그 사람이 가지고 있는 언어뿐이라니 저자는 얼마나 얕은물에서 노는 물고기인가... 세상에는 언어로 표현못할 많은것들이 있다. 가나다라를 쓰지못하는 농부의 패인 주름안에 담긴 인생의 지혜들과... 맞춤법 다 틀린 진심이 담긴 아이의 노트안에 담긴 세상은... 정확한 맞춤법 몇마디에 담지못하는 사랑스러움과 경이로움이 담겼다. 
저자의 이야기가 생각난다. 언어는 그사람의 인격이라고... 지식의 도량보다 인격이거늘... 언어안에 담긴 인격의 얕음이... 부끄럽다."
247,jinshu,2020.11.21 11:32,차마 유치해서 못 듣겠음.
248,마승연,2020.11.20 00:44,"자기가 꼴보기 싫은 모든 것을 나열하고 있네요.
이러이러한 것이 꼴보기 싫다. 저러저러한 것이 꼴보기 싫다. 그러그러한 것이 꼴보기 싫다. 
듣고 있기 피곤해서 덮었습니다."
249,정원혁,2020.11.18 19:04,"일부, 언어에 대한 좋은 통찰도 엿보이지만, 대체적인 구성이 산만하고, 좀 더 객관적인 시각에서 사람들위 언어 사용에 대한 판단을 냐릴 필요가 있었습니다. 더욱이 정치적인 견해에서 치우쳐져있음이 확연히 느껴지네요"
250,박춘성,2020.11.18 07:39,"별로
지루함"
251,s baek,2020.11.17 23:16,왜? 이달의 책
252,김지섭,2020.11.17 18:20,책을 들을 수록 기분 나빠지네요
253,고아라,2020.11.17 01:07,작가의 생각이 편협함
254,"지금, 여기",2020.11.16 17:28,작가의 견해가 좁고 옹졸합니다. 이럴수도 저럴수도 있는 사실도 한쪽으로 단언하고 어휘교육 이론의 정설과 배치되는 이야기도 단언합니다. 도움이 되는 내용이고 감성적이지만 불편한 부분들이 꽤 있네요
255,메모리,2020.11.16 02:28,"듣고있음 왠지 모르게 기분 나쁘고 짜증나네요.. 어휘력 이나 맞춘법, 띄어쓰기좀 못할수도 있지.. 뭐 그렇게 꼴보기 싫습니까? 객관적이지 못하는 당신이 더 못배워보임.. 맞춘법 이나 띄어쓰기 못해도 당신보다 똑똑한 사람 많음...책보는데 왜 내가 당신 불편 듣어야함? ㅋㅋㅋ"
256,방은영,2020.11.14 11:41,작가의 견해를 포괄적으로 공감하지 못하게 하네요
257,강지원,2020.11.14 10:53,"그러게요. 저에게 적용할수 있는 폭넓은 어휘력을 확장시킬수 있는 방향을 기대하고 읽었는데 읽는 대상이 작가, 글쓰는 이로 집중되어있는 것 같아요. 그리고 어휘력을 늘리는 방법도 너무 지협적이네요.. 맞춤법이나 문장부호 언급,  문맥 파악을 잘 못하는 예시도 너무 평균 이하의 예가 나오네요.. 어디서 오셨나요?라는 물음에 집에서 왔다 하더라.. 이거 듣고 헛웃음이.. 
이런 예시를 들으려고 이 책을 들은 건 아닌데.. "
258,이선종,2020.11.13 09:22,"너무 불편해서 못듣겠네요...
작가의 수준에서 그이하의 사람들은 모두 꼴보기싫다라고 표현하네요.듣다가 화까지납니다"
259,김지후,2020.11.12 16:24,아래 프로불편러 단어선택 끝내주세요..  진짜 이거듣다가 제가 프로불편러 될거같네요.. 성우분 목소리는 좋은데 글이 왔다갔다.. 집중이 안되네요..
260,LUCY_현정,2020.11.11 18:31,2장까지 무난하게 듣다가 밑에 댓글처럼 너무 프로불편러의 느낌이 강해서 듣는 저까지도 불편해지는 느낌 제가 생각한 어휘력향상을 위한 책보다는 작가 개인이 느꼈을때의 사회의 부조리함과 성별 세대간의 차별에서 오는 문제를 주제로 삼기 급급해보였어요 뒷내용은 어떨지 모르겠지만 듣기 힘들어서 2장에서 패스합니다. 
261,윌라 오디오북,2020.11.04 10:06,안녕하세요 @곽동욱 님.  <어른의 어휘력>은 종이책과 같이 4장이 마지막입니다.  :-) 
262,곽동욱,2020.11.03 10:40,4장이 마지막인가요?갑자기 끊기는 듯....
263,이민주,2020.10.30 15:32,"어휘력은 말뜻뿐 아니라 말맛도 파악하는 능력이다 라는 부분이 깐깐한 어휘를 구사하려는 태도에 한줌 환기를 시켜주는것 같아 좋습니다 
잘 들었습니다! :)"
264,이희산,2020.10.26 11:08,우리말의 아름다움과 멋스러움이 잘 담겨 있는 책이네요. 새로 알게 된 좋은 말들 덕분에 앞으로의 대화가 즐거워질 것 같습니다. 성우님의 뛰어난 낭독도 정말 듣기 좋습니다!
265,고뱅,2020.10.26 02:07,"죄송하지만 듣다가 껐어요.프로 댓글러들같은 책이군요.몸값,인재개발 같은 단어에 다른사람들은 신경도 안쓰는데 작가님만 별 이유를 붙혀 불편해하고 맞춤법 틀리는 남자는 못만나겠다는둥 맞춤법 틀리는거에 꼴배기 싫어할정도면 맞춤법 틀린사람보다 작가님이 심리적으로 힘들게 살고있다는 느낌을 받았습니다.작가님이 만약 원주민 사는곳 간다고 하면 작가님은 말못하는 멍청이일 뿐입니다. 내가 아는것에 남이 모른다고 불편해 해봤자 자신만 불편한것일뿐..."
266,임웅채,2020.11.29 17:04,"나는 아이들에게 어떤 아빠인가를
곱씹어 생각해보는 계기를
가져본 시간이었습니다
고맙습니다"
267,이재성,2020.11.28 13:51,"아쉽고 슬픈 사랑, 하지만 거대한 사랑. 아직도 마음에 파동이 떠나가지 않아."
268,정재철,2020.11.25 23:25,위대한 아버지..
269,,2020.11.25 16:25,너무 슬프네요.. 엉엉 울었어요ㅠㅠ 참으로 슬픈 부정이네요.
270,외유내강,2020.11.23 10:52,서정적인 글에 눈물을 참을 수 없었네요..
271,Kang,2020.11.22 15:24,!절대 운전중에 듣지 마세요 눈물이 앞을 가려 운전불가ㅜㅜ!
272,이유경,2020.11.21 15:55,프랑스로 떠나기전 아들과 이별장면에선 정말 가슴이 먹먹해지고 소리없이 눈물뚝뚝...
273,☕️,2020.11.20 21:01,"꺼이꺼이 너무 울었어요
딸한텐 미안하고 부모님은 원망스럽...
정말 잘 들었습니다"
274,문지윤,2020.11.20 18:51,"너무 슬퍼서 못 듣겠어요.. 안그래도 힘든 마당에
힘든 소설까지 들으니 기분 다 잡치네요.. 저는 이런 책과는 거리가 먼가봐요..^^;"
275,cho je seung,2020.11.20 12:49,"새벽까지 듣고 완독했습니다
누워서 들었는데 너무 울어서 베게가 축축했다는...ㅋㅋ"
276,지민♥,2020.11.20 08:42,"너무 슬프네요.  엉엉 울었습니다.
아빠도 같이 살수 있는 방법이 있었을텐데....
"
277,김용현,2020.11.18 17:28,너무슬프고 감동입니다.
278,이정안,2020.11.18 00:14,최고로 슬프고 감동적이다
279,許浚,2020.11.17 09:09,슬프고슬프고 가슴저리게 아픔니다.
280,Sissi,2020.11.16 18:37,"하ㅠㅠ 운동하다 중단하고 울어버렸어요
재밌게 잘 들었습니다"
281,김성진,2020.11.16 18:19,이거 고1때 친구가 갑자기 읽다 울길래 나도 읽어봤다가 울었다
282,경아,2020.11.16 07:08,"넘 슬프다
15년전에 나의 급성골수성백혈병의 투병생활이 떠올랐다  지금 내가 살아가고 있게만든 가족과 주의사람들께 감사하면서 살아야겠습니다
사랑합니다"
283,한지인,2020.11.15 22:25,너무 잘 들었어요ㅠㅜ감동
284,강곤애,2020.11.14 12:16,"세삼 아들들한테 건강하게 잘 자라줘서 고맙다고 사랑한다고 문자하게 되네요.
안타깝고 속상하고 세상에 이런 아빠도 있구나 한염없이 눈물 흘리며 더 오랫동안 기억하려 노트에도 남겨 보았네요. 좋은 글 감사합니다"
285,김성철,2020.11.14 09:27,저의 경험 일부와 비슷해서 공감가는 부분이 많았네요
286,미향이~♡,2020.11.13 12:25,"안타갑고
걱정스럽고
사랑스럽고
대견했습니다
눈물을 얼마나 흘렸는지ㅎㅎ"
287,최태종,2020.11.13 09:42,감동 
288,,2020.11.12 19:23,"아버지의 부정에 아이의 병에,  마음이 아프게 들었습니다.   하지만, 마지막 자존심에 아이 엄마에게 아무것도 요구하지 않는 모습은 도저히 이해가 안되네요.  아이를 제일 생각한다면 어떻게든 살아남고 악바리로 받아내고 아이도 살리고 본인도 살려고 해야죠.  휴..............
그리고 엄마는 너무나도 악녀로 나오네요.  와 씨...  욕이 절로나와요.  

아이 역할 성우님, 아버지역할 성우님.. 연기가 정말 뛰어납니다"
289,김형진,2020.11.12 15:53,"인간으로 이 세상을 살아가는 아버지와 아들이 극한의 상황에서 사랑하는 이에게 고통을 주지 않기 위해 절제하는 언어와 속절없이 마지막 순간으로 몰려도 어찌 할 바를 모르는 결정들이 때로는 마음을 따뜻하게 하고 때로는 가슴 저미도록 아픔을 주는 소설이었습니다. 오고가는 출퇴근 차안에서, 주말 산행 길 속에서 그리고 헬스클럽에서 운동을 하며 이어폰을 통해 들려오는 아버지의 아들 사랑과 아들의 간절한 아빠 바라보기의 음성은 절로 눈물을 쏟아내렸고 혹시 옆에서 누가 볼까 연신 손등을 눈물자국을 지웠습니다.  나는 과연 나의 아버지와 나의 아들에게 간절한 아들이고 아빠인가... 뒤돌아보지 않고 걸어가는 아들을 바라보는 아빠의 모습에서 나의 모든 마음이 무너졌습니다. 훗날 아빠의 소식을 접한 아들은 어떻게 받아들일까... 숨이 멎는 마지막 순간까지 아들과의 약속을 지키기 위해 무릎꿇고 기도를 드리면서 생을 마치는 아빠... 이제는 고통과 아픔을 느끼지 못하는 곳에서 영원한 안식을 얻기를 바래봅니다."
