,nickname,created,review,title,author,voice
15,미소한,2020-08-14 06:37,책을 구매해서 읽었는데 또 이렇게 낭독으로들으니 더 머리속에 잘 들어 오네요.참으로 소중한 김승호 회장님의 말씀 삶의 지표로 많은 도움이 될꺼 같아요.감사합니다,돈의 속성 (최상위 부자가 말하는 돈에 대한 모든 것 ),김승호,김정일
16,태희,2020-08-14 00:55,잘 배울게요 ^^행복하기위해서 노력해요,돈의 속성 (최상위 부자가 말하는 돈에 대한 모든 것 ),김승호,김정일
17,헬스인뉴스,2020-08-13 16:41,돈을 소중히 해야겠네요,돈의 속성 (최상위 부자가 말하는 돈에 대한 모든 것 ),김승호,김정일
18,f019****,2020-08-13 10:00,이런류의 책(좋은책도 있지만 너무 일반화해서 죄송합니다)을 별로 좋아하지 않지만 이책은 인문학 책 같아서 참 좋네요 종이책으로 다시 읽어봐야겠습니다.,돈의 속성 (최상위 부자가 말하는 돈에 대한 모든 것 ),김승호,김정일
19,바람날개,2020-08-11 21:34,"부자가 되고싶은, 사회 초년생 뿐만아니라 재테크를 시작한 사람에게 정말 중요한 기본 개념들을 알려주는 입문서인듯 합니다.아래 덧글처럼 특히 성우분이 정말 잘 읽어주셔서 내용전달이 더 잘되는것 같아요.어설픈 사람들이 쓴 재테크가 아닌, 진짜 4000억 부자가 알려주는 내용이라 더 구체적이고 현실적인것 같아서 좋네요.소장가치 충분한듯 합니다",돈의 속성 (최상위 부자가 말하는 돈에 대한 모든 것 ),김승호,김정일
0,tjqj****,2020-10-23 00:33,할머니들의 이야기에 완전 감동먹었어요. 어떻게 이런 삶을 살아오셨는지 들으면서 할머니의 심정으로 생각해보게 되었네요. 어머니 생각도 나고 한참을 멍한 마음이 들었네요.,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
1,을이애미,2020-10-22 11:29,감동과 눈물로 들었어요ㅠㅠ 우리할머니..우리엄마.. 그시절 소중한 학창시절을 힘겹게 지낸 그 세월을 어찌 보상받을수 있을까요..ㅠㅠ남은 여생에서는 후회없는 삶을 사셨으면 좋겠어요ㅠ,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
2,tob,2020-10-14 17:40,,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
3,kha,2020-10-14 16:23,Hdbd,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
4,차칸앙마,2020-10-11 17:33,,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
5,뚜바밤,2020-09-30 15:24,감사합니다 더 몰입하게 되네유ㅜㅠ 잘 들었습니다,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
6,메룽이얌,2020-09-16 17:57,들으면서 당신들의 세월들이 안타까워 눈물이 펑펑. ㅠㅠ 울할머니들도 생각나고.. 감동적이였습니다.. 부디 남은 인생도 찬란하시길..,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
7,모모몽,2020-09-09 17:20,"할머니들의 진솔한 이야기한 글자 한 글자 또박또박 읽어나가시는 목소리.퇴근길, 가슴이 먹먹하면서도 울림이 있어듣고 또 듣네요.당연한 우리의 학교생활,배움의 시간들이 할머니들께는 그토록 원하고 바라던 일이었다니..정말 좋은시간이었어요",오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
8,기쁨에,2020-09-09 16:05,완전 감동입니다~할머니께서 직접 읽어주시는 오디오북~첫 소절 듣는 순간 울컥 했어요~~멋지세요~,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
9,Gabriella,2020-09-06 13:14,돌아가신 할머니 보고싶네요. 할머니가 들려주시는 것 같아 가슴 뭉클합니다.,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
10,Goldfish77,2020-08-30 12:55,"우리의 할머니와 어머니들은 일제와 전쟁을 겪고 힘든 시기에 학교를 가지를 못했지요. 그래서 버스나 지하철을 타는 것도 은행에 가는 것도 힘들어 했지요. 그 이유가 한글을 읽고 쓰지 못해서 였다고 하네요. 정류소명을 읽지 못해서, 은행에서 돈을 찾을 때 용지에 적어야 할 이름이랑 기타 적어야 할 것을 적지 못해서 매번 은행 직원에게 부탁하는 것이 미안해서..... 그래도 굿굿하게 자식 키우고 인생을 사신 멋진  할머니들의  진솔한 삶을 들으니 참 좋습니다.",오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
11,꽃길1,2020-08-14 15:46,잔잔한 행복~너무 좋네요^^,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
12,JH,2020-08-11 18:25,우리 부모님의 부모님으로 태어나 보답해드리고 싶다,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
13,하루종일,2020-08-08 09:02,우리 어머니 생각하면 눈물이 나네요,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
14,메텔,2020-08-06 18:57,엄마 생각나고 먹먹해지네요 ㅠ,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
15,주랭이,2020-08-04 13:38,어느새 할머니가 된 엄마인데나의 엄마로만 이해하고 있었구나 알게 됐어요엄마를 더 이해하고 사랑하는 귀한 시간이 되었어요 감사합니당~♡,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
16,Itsyou,2020-07-28 08:30,[오디오클립] 꼬부랑할머니: 어른들을 위한 동요! 도 많은 청취 구독 부탁드려요!~,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
17,Chloe,2020-07-19 10:06,ㅜㅜ 따뜻한 마음이 그대로 전해지네요 넘 감동적이에요,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
18,jood****,2020-07-17 10:03,그라보👍🙌,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
19,낮별,2020-07-14 14:26,😌💕💕,오늘이 내 인생의 봄날입니다,16명의 할머니들,구민선 외 3인
0,이디아지금뭐해,2020-11-19 23:51,책으로 읽고 좋아서 오디오북으로도 구매했습니다.책 100%가 아니고 일부내용이네요~몰랐습니다ㅠ그래도 좋습니다^^책으로  다시 봐야겠어요~,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
1,이병수,2020-08-17 09:46,9살 남아 7살 여아를 키우고 있는 아빠입니다느낀점이 많네요 감사합니다,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
2,splendid,2020-08-05 01:05,내용은 좋은데... 저자분 목소리가 울먹이는 듯한 부분이 많아서 조금 듣기 불편했어요......,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
3,클라리스,2020-05-20 15:28,"오디오클립 담담자님, 오디오북 선물하기 기능이 시급합니다.정혜신 박사님의 목소리로 듣는 <당신이 옳다>, 이건 정말 주위에 선물하고 싶어요 ㅠ_ㅠ (제발..)",당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
4,체리블러썸,2020-05-19 20:34,"너무 좋네요. 그리고 정혜신 선생님, 당신도 옳습니다.",당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
5,미스티,2020-05-16 22:21,음 억지로 위로를 주입하려는 느낌이라 별로에요 목소리도 너무 불쌍하고 청승맞게 들려요ㅠ,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
6,바람날개,2020-05-13 06:34,"댓글 평이 너무 좋아서 구입했는데 정말 대만족이네요.저도 위로받고, 힘들게 느껴졌던 친정엄마의 마음이나 딸의 마음도 이해가가고...어떻게 공감해주고 위로해줘야하는지 배운 좋은시간이었습니다...종이책도 구입해서 볼 계획이지만 작가님이 직접 마음을 담아 읽어주신 오디오북이 더 큰 위로가 되는것 같아요.공감은 타고나는것이 아니라 학습이라는것도 큰 위로가 되었습니다. 나는 받지 못했지만 내 아이에게는 많이 공감해주고, 아이가 공감해줄수 있는 사람으로 키우고싶네요...",당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
7,도전하는휴먼,2020-05-11 14:55,대여하고나서 듣는내내 소름돋고 깨달았으며 반성했고 돌아보았습니다. 그동안 저의행동이 손가락으로 지시했었거나  깃털만큼에 공감도없이 내 뱉은말이었음을  책을통해 처음으로 깨달았고  많은것을배웠습니다. 종이책을 바로주문해서 읽으면서 행동으로 책에서 느낀점 배운점을 내것으로 만들어갈 노력을 나를위해서도 나의 가까운사람들을 위해서라도 꼭 해낼것입니다. 너무나 좋은내용 듣고가서 저자와 댓글을 써주신 모든분들께 감사드립니다.,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
8,mrkj****,2020-05-09 10:57,ㅎ휴ㅠ휴ㅗㅗㅛㅜㅎㅍ,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
9,포피스키,2020-05-08 19:34,"정혜신 선생님~ 책을 읽으며 여러사람이 떠올랐어요. 부모님,친구들,남편,아들들..책으로 느꼈던 감정들과 직접 읽어주시는 목소리의 울림이 더해져 그동안 느껴보지 못한 큰 감동과 깨우침을 마음에 담게 되었습니다.공감은..배워나가는 것.잘하려 애쓰지 않을께요. 감사해요^^",당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
10,sun,2020-05-08 19:31,,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
11,꿈꾸는 엄마 디렉터,2020-05-08 19:02,정혜신 선생님~ 책도 눈물도 쏟아내며 감동이었는데 선생님 목소리 상상했던 그대로 입니다. 직적 읽어주시는 책 귀에 쏙쏙들어오고 더 마음에 확 다가옵니다. 저도 제가 사랑하는 가족과 지인들에게 온몸에 힘을 실어 <당신이 옳다>고 해주고 싶습니다. <그럴만한 이유가 있을것이다.> 비난하지 않고 산소공급이 원활하게 해주는 그런 사람이 되겠습니다.,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
12,달달한게좋아,2020-05-08 05:52,초반부부터 나 때문인지  딸아이 때문인지 이유도 모를 아픔과 슬픔과 미안함에 울음이 왈칵  쏟아졌어요.  선생님께서 직접 읽어주셔서  울림이 더 컸어요.,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
13,DH,2020-05-07 23:26,성우가 아니시지만 발음을 정확히 해주셔서 거슬림 없이 들을 수 있었습니다. 그리고 저자가 직접 낭독하시니 감정전달역시 잘 되었습니다. 좋은 책과 낭독 고맙습니다.,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
14,미라클열매꽃,2020-05-07 22:32,"정혜신선생님 사랑해요♥  2019년 8월, 당신이 옳다, 책이 찾아왔어요. 기적처럼 선생님을 9월 대구에서 뵙고 삶에 빛이 스며들었습니다. 드렸던 독후감으로 상도 두 번이나 받았어요. 기적을 노래하게 해주셔서 감사합니다. 이제 그 빛을 이웃들과 아름답게 나눌거에요. 선생님목소리를 담을 수 있다니 너무나 행복합니다. 해남출판사와 오디오클립에도 감사드립니다. 선물로 가득찬 오늘입니다. 사인해주시며 건네신 말씀처럼, 꼬옥 또 뵈어요 :)",당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
15,꿀꿀이,2020-05-07 19:13,책 사놓고 읽지 않았었는데 이렇게 요약본으로 읽으니 책을 펼 힘이 생기네요.^^,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
16,샬롬,2020-05-07 16:50,선생님 깊이깊이 감사드립니다.^^지지난겨울 깊은 상처로 힘들어하던 절 위로해주겠다며 떠난 여행지 서점에서 짝꿍이 건네 주던 책 '당신이옳다'!제목으로 이미 큰 위로를 받았고읽는 내내 날 응원해주는 선생님 메세지에 고농축 산소를 얻고 따뜻한 위안을 얻었습니다.누군가 아파하는 이들에게 공감으로산소가 되어주겠다고 다짐하게 만든 책!선생님의 따뜻한 목소리가 전해져옵니다.^^,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
17,자목련,2020-05-07 15:46,아이들이 의외로 드러내기 싫어하는게 분명 있던데 ᆢ,당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
18,Rest,2020-05-07 14:49,"오디오북 소식듣고 이렇게 감사할 수가 없습니다. 집콕으로 지쳐있기도하고 가정의 평화를 위해 스스로가 소진되어가는 찰나에 제 마음에  CPR을 처방합니다 :) 작년에 선물받은 <당신이 옳다> 였는데, 작가님 목소리로 들으니 위로가 더욱 따뜻해요. 응원 잘 받고 힘낼게요!",당신이 옳다 (정혜신의 적정심리학),정혜신 (영감자 이명수),정혜신
0,jinfam,2020-11-04 20:45,왜 소장본으로 샀을까 ... 후회하는 중입니다위로하는듯 솔루션을 제시할까??....하지만 그저 탓하는 한풀이 뿐이네요독자는 작가의 감정 하수구가 아닙니다....,나는 나로 살기로 했다,김수현,김영은
1,금,2020-10-04 23:55,,나는 나로 살기로 했다,김수현,김영은
2,금,2020-10-04 23:54,"참 감사합니다. 당연히 살아가면서 보통의 감정과 사고를 가진 사람으로서 응당 느끼는 것들인데, 표현력이 처음 들어보는 것들이 많아서 작가는 작가시네요, 참 감탄이 절로 나네요...",나는 나로 살기로 했다,김수현,김영은
3,박다은,2020-10-04 10:29,이게 왜 베스트셀러인지.... 시간 아깝고 포인트 아깝네요....정신승리하나는 최고네요 작가가,나는 나로 살기로 했다,김수현,김영은
4,언니들의 대화,2020-08-31 02:33,이게 어떻게 베스트 셀러지..  인턴때 갑질당하던 경험에서 최소한의 저항이라도 못했던 자신이 부끄러웠다(여기까지는 공감) 에서.. 갑자기 노오력이 성공의 마스터가 아니라 하나의 요소라는 얘기가 갑자기 튀어나오면서 부의 세습과 계급간 이동 얘기를 한다.   인턴때 갑질하던 직장상사가 재벌3세였나..,나는 나로 살기로 했다,김수현,김영은
5,Beauty,2020-07-26 03:08,잠들기 전 흘려들으며 잠들어보려구요^^,나는 나로 살기로 했다,김수현,김영은
6,sirius,2020-07-06 11:34,"공감가는 부분이 아예 없는 건 아니지만 나로 살기로 했다면서 사회탓, 남탓 하면서 정작 나와 다른 사람들은 인정하지 않는 실패나 패배에 대한 자기합리화의 글.이런 책에 공감하는 사람이 많다는게 안쓰러우면서, 한편으로는 덕분에 스스로 잘살고 있구나라는 생각이 드네.3000원이 아깝다. 법륜 스님 행복 들을걸.",나는 나로 살기로 했다,김수현,김영은
7,쭈글탱이,2020-07-06 10:51,순간순간 피식거리게 된다. 그래 나도 그랬지...,나는 나로 살기로 했다,김수현,김영은
8,VIP회원,2020-07-05 13:50,너무 공감되요,나는 나로 살기로 했다,김수현,김영은
